1209.0,38.0,1209.0,38.0
413.0,38.0,413.0,39.0
383.0,133.0,384.0,130.0
660.0,93.0,661.0,91.0
956.0,215.0,956.0,212.0
1130.0,265.0,1130.0,261.0
192.0,169.0,192.0,167.0
177.0,93.0,177.0,92.0
863.0,150.0,862.0,149.0
1016.0,25.0,1016.0,26.0
1028.0,193.0,1028.0,190.0
158.0,32.0,158.0,32.0
